Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           std::_Tuple_impl<3ul, double, double, double, double, double, double>::_M_tail(std::_Tuple_impl<3ul, double, double, double, double, double, double>&) [448]
                0.00    0.00       1/1           std::remove_reference<std::_Tuple_impl<4ul, double, double, double, double, double>&>::type&& std::move<std::_Tuple_impl<4ul, double, double, double, double, double>&>(std::_Tuple_impl<4ul, double, double, double, double, double>&) [460]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Tuple_impl<3ul, double&, double&, double&, double&, double&, double&>::_M_assign<double, double, double, double, double, double>(std::_Tuple_impl<3ul, double, double, double, double, double, double>&&) [128]
[129]    0.0    0.00    0.00       1         void std::_Tuple_impl<4ul, double&, double&, double&, double&, double&>::_M_assign<double, double, double, double, double>(std::_Tuple_impl<4ul, double, double, double, double, double>&&) [129]
                0.00    0.00       1/209         std::_Tuple_impl<4ul, double&, double&, double&, double&, double&>::_M_tail(std::_Tuple_impl<4ul, double&, double&, double&, double&, double&>&) [73]
                0.00    0.00       1/1           void std::_Tuple_impl<5ul, double&, double&, double&, double&>::_M_assign<double, double, double, double>(std::_Tuple_impl<5ul, double, double, double, double>&&) [137]
                0.00    0.00       1/3740        double&& std::forward<double>(std::remove_reference<double>::type&) [75]
                0.00    0.00       1/208         std::_Tuple_impl<4ul, double, double, double, double, double>::_M_head(std::_Tuple_impl<4ul, double, double, double, double, double>&) [331]
                0.00    0.00       1/209         std::_Tuple_impl<4ul, double&, double&, double&, double&, double&>::_M_head(std::_Tuple_impl<4ul, double&, double&, double&, double&, double&>&) [290]
                0.00    0.00       1/1           std::_Tuple_impl<4ul, double, double, double, double, double>::_M_tail(std::_Tuple_impl<4ul, double, double, double, double, double>&) [449]
                0.00    0.00       1/1           std::remove_reference<std::_Tuple_impl<5ul, double, double, double, double>&>::type&& std::move<std::_Tuple_impl<5ul, double, double, double, double>&>(std::_Tuple_impl<5ul, double, double, double, double>&) [461]
-----------------------------------------------
                0.00    0.00       1/2           main [3]
                0.00    0.00       1/2           _GLOBAL__sub_I__Z10TimeUpdateR6MatrixS0_d [135]
[130]    0.0    0.00    0.00       2         TimeUpdate(Matrix&, Matrix&, double) [130]
                0.00    0.00       2/2894        Matrix::operator*(Matrix&) [45]
                0.00    0.00       1/6827        transpose(Matrix&) [40]
-----------------------------------------------
                0.00    0.00       1/1           std::enable_if<(__assignable<double, double, double, double, double>)(), std::tuple<double&, double&, double&, double&, double&>&>::type std::tuple<double&, double&, double&, double&, double&>::operator=<double, double, double, double, double>(std::tuple<double, double, double, double, double>&&) [132]
[131]    0.0    0.00    0.00       1         void std::_Tuple_impl<0ul, double&, double&, double&, double&, double&>::_M_assign<double, double, double, double, double>(std::_Tuple_impl<0ul, double, double, double, double, double>&&) [131]
                0.00    0.00       1/1           void std::_Tuple_impl<1ul, double&, double&, double&, double&>::_M_assign<double, double, double, double>(std::_Tuple_impl<1ul, double, double, double, double>&&) [133]
                0.00    0.00       1/3740        double&& std::forward<double>(std::remove_reference<double>::type&) [75]
                0.00    0.00       1/208         std::_Tuple_impl<0ul, double, double, double, double, double>::_M_head(std::_Tuple_impl<0ul, double, double, double, double, double>&) [320]
                0.00    0.00       1/209         std::_Tuple_impl<0ul, double&, double&, double&, double&, double&>::_M_head(std::_Tuple_impl<0ul, double&, double&, double&, double&, double&>&) [270]
                0.00    0.00       1/209         std::_Tuple_impl<0ul, double&, double&, double&, double&, double&>::_M_tail(std::_Tuple_impl<0ul, double&, double&, double&, double&, double&>&) [271]
                0.00    0.00       1/1           std::_Tuple_impl<0ul, double, double, double, double, double>::_M_tail(std::_Tuple_impl<0ul, double, double, double, double, double>&) [441]
                0.00    0.00       1/1           std::remove_reference<std::_Tuple_impl<1ul, double, double, double, double>&>::type&& std::move<std::_Tuple_impl<1ul, double, double, double, double>&>(std::_Tuple_impl<1ul, double, double, double, double>&) [453]
-----------------------------------------------
                0.00    0.00       1/1           main [3]
[132]    0.0    0.00    0.00       1         std::enable_if<(__assignable<double, double, double, double, double>)(), std::tuple<double&, double&, double&, double&, double&>&>::type std::tuple<double&, double&, double&, double&, double&>::operator=<double, double, double, double, double>(std::tuple<double, double, double, double, double>&&) [132]
                0.00    0.00       1/1           void std::_Tuple_impl<0ul, double&, double&, double&, double&, double&>::_M_assign<double, double, double, double, double>(std::_Tuple_impl<0ul, double, double, double, double, double>&&) [131]
                0.00    0.00       1/1           std::remove_reference<std::tuple<double, double, double, double, double>&>::type&& std::move<std::tuple<double, double, double, double, double>&>(std::tuple<double, double, double, double, double>&) [465]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Tuple_impl<0ul, double&, double&, double&, double&, double&>::_M_assign<double, double, double, double, double>(std::_Tuple_impl<0ul, double, double, double, double, double>&&) [131]
[133]    0.0    0.00    0.00       1         void std::_Tuple_impl<1ul, double&, double&, double&, double&>::_M_assign<double, double, double, double>(std::_Tuple_impl<1ul, double, double, double, double>&&) [133]
                0.00    0.00       1/1           void std::_Tuple_impl<2ul, double&, double&, double&>::_M_assign<double, double, double>(std::_Tuple_impl<2ul, double, double, double>&&) [134]
                0.00    0.00       1/3740        double&& std::forward<double>(std::remove_reference<double>::type&) [75]
                0.00    0.00       1/208         std::_Tuple_impl<1ul, double, double, double, double>::_M_head(std::_Tuple_impl<1ul, double, double, double, double>&) [322]
                0.00    0.00       1/209         std::_Tuple_impl<1ul, double&, double&, double&, double&>::_M_head(std::_Tuple_impl<1ul, double&, double&, double&, double&>&) [275]
                0.00    0.00       1/209         std::_Tuple_impl<1ul, double&, double&, double&, double&>::_M_tail(std::_Tuple_impl<1ul, double&, double&, double&, double&>&) [276]
                0.00    0.00       1/1           std::_Tuple_impl<1ul, double, double, double, double>::_M_tail(std::_Tuple_impl<1ul, double, double, double, double>&) [443]
                0.00    0.00       1/1           std::remove_reference<std::_Tuple_impl<2ul, double, double, double>&>::type&& std::move<std::_Tuple_impl<2ul, double, double, double>&>(std::_Tuple_impl<2ul, double, double, double>&) [455]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Tuple_impl<1ul, double&, double&, double&, double&>::_M_assign<double, double, double, double>(std::_Tuple_impl<1ul, double, double, double, double>&&) [133]
[134]    0.0    0.00    0.00       1         void std::_Tuple_impl<2ul, double&, double&, double&>::_M_assign<double, double, double>(std::_Tuple_impl<2ul, double, double, double>&&) [134]
                0.00    0.00       1/209         std::_Tuple_impl<2ul, double&, double&, double&>::_M_head(std::_Tuple_impl<2ul, double&, double&, double&>&) [85]
                0.00    0.00       1/1           void std::_Tuple_impl<3ul, double&, double&>::_M_assign<double, double>(std::_Tuple_impl<3ul, double, double>&&) [139]
                0.00    0.00       1/3740        double&& std::forward<double>(std::remove_reference<double>::type&) [75]
                0.00    0.00       1/208         std::_Tuple_impl<2ul, double, double, double>::_M_head(std::_Tuple_impl<2ul, double, double, double>&) [324]
                0.00    0.00       1/209         std::_Tuple_impl<2ul, double&, double&, double&>::_M_tail(std::_Tuple_impl<2ul, double&, double&, double&>&) [279]
                0.00    0.00       1/1           std::_Tuple_impl<2ul, double, double, double>::_M_tail(std::_Tuple_impl<2ul, double, double, double>&) [445]
                0.00    0.00       1/1           std::remove_reference<std::_Tuple_impl<3ul, double, double>&>::type&& std::move<std::_Tuple_impl<3ul, double, double>&>(std::_Tuple_impl<3ul, double, double>&) [457]
-----------------------------------------------
                                                 <spontaneous>
[135]    0.0    0.00    0.00                 _GLOBAL__sub_I__Z10TimeUpdateR6MatrixS0_d [135]
                0.00    0.00       1/2           TimeUpdate(Matrix&, Matrix&, double) [130]
-----------------------------------------------
                                                 <spontaneous>
[136]    0.0    0.00    0.00                 _GLOBAL__sub_I__Z14AccelPointMassR6MatrixS0_d [136]
                0.00    0.00       1/1441        AccelPointMass(Matrix&, Matrix&, double) [51]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Tuple_impl<4ul, double&, double&, double&, double&, double&>::_M_assign<double, double, double, double, double>(std::_Tuple_impl<4ul, double, double, double, double, double>&&) [129]
[137]    0.0    0.00    0.00       1         void std::_Tuple_impl<5ul, double&, double&, double&, double&>::_M_assign<double, double, double, double>(std::_Tuple_impl<5ul, double, double, double, double>&&) [137]
                0.00    0.00       1/1           void std::_Tuple_impl<6ul, double&, double&, double&>::_M_assign<double, double, double>(std::_Tuple_impl<6ul, double, double, double>&&) [138]
                0.00    0.00       1/3740        double&& std::forward<double>(std::remove_reference<double>::type&) [75]
                0.00    0.00       1/208         std::_Tuple_impl<5ul, double, double, double, double>::_M_head(std::_Tuple_impl<5ul, double, double, double, double>&) [332]
                0.00    0.00       1/209         std::_Tuple_impl<5ul, double&, double&, double&, double&>::_M_head(std::_Tuple_impl<5ul, double&, double&, double&, double&>&) [292]
                0.00    0.00       1/209         std::_Tuple_impl<5ul, double&, double&, double&, double&>::_M_tail(std::_Tuple_impl<5ul, double&, double&, double&, double&>&) [293]
                0.00    0.00       1/1           std::_Tuple_impl<5ul, double, double, double, double>::_M_tail(std::_Tuple_impl<5ul, double, double, double, double>&) [450]
                0.00    0.00       1/1           std::remove_reference<std::_Tuple_impl<6ul, double, double, double>&>::type&& std::move<std::_Tuple_impl<6ul, double, double, double>&>(std::_Tuple_impl<6ul, double, double, double>&) [462]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Tuple_impl<5ul, double&, double&, double&, double&>::_M_assign<double, double, double, double>(std::_Tuple_impl<5ul, double, double, double, double>&&) [137]
[138]    0.0    0.00    0.00       1         void std::_Tuple_impl<6ul, double&, double&, double&>::_M_assign<double, double, double>(std::_Tuple_impl<6ul, double, double, double>&&) [138]
                0.00    0.00       1/1           void std::_Tuple_impl<7ul, double&, double&>::_M_assign<double, double>(std::_Tuple_impl<7ul, double, double>&&) [140]
                0.00    0.00       1/3740        double&& std::forward<double>(std::remove_reference<double>::type&) [75]
                0.00    0.00       1/208         std::_Tuple_impl<6ul, double, double, double>::_M_head(std::_Tuple_impl<6ul, double, double, double>&) [334]
                0.00    0.00       1/209         std::_Tuple_impl<6ul, double&, double&, double&>::_M_head(std::_Tuple_impl<6ul, double&, double&, double&>&) [295]
                0.00    0.00       1/209         std::_Tuple_impl<6ul, double&, double&, double&>::_M_tail(std::_Tuple_impl<6ul, double&, double&, double&>&) [296]
                0.00    0.00       1/1           std::_Tuple_impl<6ul, double, double, double>::_M_tail(std::_Tuple_impl<6ul, double, double, double>&) [451]
                0.00    0.00       1/1           std::remove_reference<std::_Tuple_impl<7ul, double, double>&>::type&& std::move<std::_Tuple_impl<7ul, double, double>&>(std::_Tuple_impl<7ul, double, double>&) [463]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Tuple_impl<2ul, double&, double&, double&>::_M_assign<double, double, double>(std::_Tuple_impl<2ul, double, double, double>&&) [134]
[139]    0.0    0.00    0.00       1         void std::_Tuple_impl<3ul, double&, double&>::_M_assign<double, double>(std::_Tuple_impl<3ul, double, double>&&) [139]
                0.00    0.00       1/3740        double&& std::forward<double>(std::remove_reference<double>::type&) [75]
                0.00    0.00       1/1           void std::_Tuple_impl<4ul, double&>::_M_assign<double>(std::_Tuple_impl<4ul, double>&&) [143]
                0.00    0.00       1/208         std::_Tuple_impl<3ul, double, double>::_M_head(std::_Tuple_impl<3ul, double, double>&) [326]
                0.00    0.00       1/209         std::_Tuple_impl<3ul, double&, double&>::_M_head(std::_Tuple_impl<3ul, double&, double&>&) [282]
                0.00    0.00       1/209         std::_Tuple_impl<3ul, double&, double&>::_M_tail(std::_Tuple_impl<3ul, double&, double&>&) [283]
                0.00    0.00       1/1           std::_Tuple_impl<3ul, double, double>::_M_tail(std::_Tuple_impl<3ul, double, double>&) [447]
                0.00    0.00       1/1           std::remove_reference<std::_Tuple_impl<4ul, double>&>::type&& std::move<std::_Tuple_impl<4ul, double>&>(std::_Tuple_impl<4ul, double>&) [459]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Tuple_impl<6ul, double&, double&, double&>::_M_assign<double, double, double>(std::_Tuple_impl<6ul, double, double, double>&&) [138]
[140]    0.0    0.00    0.00       1         void std::_Tuple_impl<7ul, double&, double&>::_M_assign<double, double>(std::_Tuple_impl<7ul, double, double>&&) [140]
                0.00    0.00       1/3740        double&& std::forward<double>(std::remove_reference<double>::type&) [75]
                0.00    0.00       1/1           void std::_Tuple_impl<8ul, double&>::_M_assign<double>(std::_Tuple_impl<8ul, double>&&) [144]
                0.00    0.00       1/208         std::_Tuple_impl<7ul, double, double>::_M_head(std::_Tuple_impl<7ul, double, double>&) [336]
                0.00    0.00       1/209         std::_Tuple_impl<7ul, double&, double&>::_M_head(std::_Tuple_impl<7ul, double&, double&>&) [298]
                0.00    0.00       1/209         std::_Tuple_impl<7ul, double&, double&>::_M_tail(std::_Tuple_impl<7ul, double&, double&>&) [299]
                0.00    0.00       1/1           std::_Tuple_impl<7ul, double, double>::_M_tail(std::_Tuple_impl<7ul, double, double>&) [452]
                0.00    0.00       1/1           std::remove_reference<std::_Tuple_impl<8ul, double>&>::type&& std::move<std::_Tuple_impl<8ul, double>&>(std::_Tuple_impl<8ul, double>&) [464]
-----------------------------------------------
                0.00    0.00       1/2           main [3]
                0.00    0.00       1/2           _GLOBAL__sub_I__Z8Positionddd [145]
[141]    0.0    0.00    0.00       2         Position(double, double, double) [141]
                0.00    0.00       1/11710       zeros(int) [41]
                0.00    0.00       3/1537222     Matrix::operator()(int) [35]
-----------------------------------------------
                0.00    0.00     111/111         DEInteg(Matrix& (*)(double, Matrix&), double, double, double, double, int, Matrix&) [2]
[142]    0.0    0.00    0.00     111         sign_(double, double) [142]
                0.00    0.00     111/2513167     std::abs(double) [37]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Tuple_impl<3ul, double&, double&>::_M_assign<double, double>(std::_Tuple_impl<3ul, double, double>&&) [139]
[143]    0.0    0.00    0.00       1         void std::_Tuple_impl<4ul, double&>::_M_assign<double>(std::_Tuple_impl<4ul, double>&&) [143]
                0.00    0.00       1/3740        double&& std::forward<double>(std::remove_reference<double>::type&) [75]
                0.00    0.00       1/208         std::_Tuple_impl<4ul, double>::_M_head(std::_Tuple_impl<4ul, double>&) [329]
                0.00    0.00       1/209         std::_Tuple_impl<4ul, double&>::_M_head(std::_Tuple_impl<4ul, double&>&) [288]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Tuple_impl<7ul, double&, double&>::_M_assign<double, double>(std::_Tuple_impl<7ul, double, double>&&) [140]
[144]    0.0    0.00    0.00       1         void std::_Tuple_impl<8ul, double&>::_M_assign<double>(std::_Tuple_impl<8ul, double>&&) [144]
                0.00    0.00       1/3740        double&& std::forward<double>(std::remove_reference<double>::type&) [75]
                0.00    0.00       1/208         std::_Tuple_impl<8ul, double>::_M_head(std::_Tuple_impl<8ul, double>&) [338]
                0.00    0.00       1/209         std::_Tuple_impl<8ul, double&>::_M_head(std::_Tuple_impl<8ul, double&>&) [301]
-----------------------------------------------
                                                 <spontaneous>
[145]    0.0    0.00    0.00                 _GLOBAL__sub_I__Z8Positionddd [145]
                0.00    0.00       1/2           Position(double, double, double) [141]
-----------------------------------------------
                0.00    0.00       1/2           main [3]
                0.00    0.00       1/2           _GLOBAL__sub_I__Z6AzElPaR6Matrix [147]
[146]    0.0    0.00    0.00       2         AzElPa(Matrix&) [146]
                0.00    0.00       6/1537222     Matrix::operator()(int) [35]
-----------------------------------------------
                                                 <spontaneous>
[147]    0.0    0.00    0.00                 _GLOBAL__sub_I__Z6AzElPaR6Matrix [147]
                0.00    0.00       1/2           AzElPa(Matrix&) [146]
-----------------------------------------------
                0.00    0.00    2880/27450       AccelPointMass(Matrix&, Matrix&, double) [51]
                0.00    0.00   24570/27450       AccelHarmonic(Matrix&, Matrix&, int, int) [10]
[217]    0.0    0.00    0.00   27450         __gnu_cxx::__promote_2<decltype (((__gnu_cxx::__promote_2<double, std::__is_integer<double>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))), std::__is_integer<decltype (((__gnu_cxx::__promote_2<double, std::__is_integer<double>::__value>::__type)(0))+((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0)))>::__value>::__type std::pow<double, int>(double, int) [217]
-----------------------------------------------
                0.00    0.00     208/7480        std::_Head_base<5ul, double, false>::_Head_base<double&>(double&) [313]
                0.00    0.00     208/7480        std::_Head_base<6ul, double, false>::_Head_base<double&>(double&) [315]
                0.00    0.00     208/7480        std::_Head_base<7ul, double, false>::_Head_base<double&>(double&) [317]
                0.00    0.00     208/7480        std::_Head_base<8ul, double, false>::_Head_base<double&>(double&) [319]
                0.00    0.00     208/7480        std::_Tuple_impl<0ul, double, double, double, double, double>::_Tuple_impl<double&, double&, double&, double&, double&>(std::_Tuple_impl<0ul, double&, double&, double&, double&, double&>&&) [78]
                0.00    0.00     208/7480        std::_Tuple_impl<0ul, double, double, double, double, double, double, double, double, double>::_Tuple_impl<double&, double&, double&, double&, double&, double&, double&, double&, double&>(std::_Tuple_impl<0ul, double&, double&, double&, double&, double&, double&, double&, double&, double&>&&) [42]
                0.00    0.00     208/7480        std::_Tuple_impl<1ul, double, double, double, double>::_Tuple_impl<double&, double&, double&, double&>(std::_Tuple_impl<1ul, double&, double&, double&, double&>&&) [90]
                0.00    0.00     208/7480        std::_Tuple_impl<1ul, double, double, double, double, double, double, double, double>::_Tuple_impl<double&, double&, double&, double&, double&, double&, double&, double&>(std::_Tuple_impl<1ul, double&, double&, double&, double&, double&, double&, double&, double&>&&) [47]
                0.00    0.00     208/7480        std::_Tuple_impl<2ul, double, double, double>::_Tuple_impl<double&, double&, double&>(std::_Tuple_impl<2ul, double&, double&, double&>&&) [91]
                0.00    0.00     208/7480        std::_Tuple_impl<2ul, double, double, double, double, double, double, double>::_Tuple_impl<double&, double&, double&, double&, double&, double&, double&>(std::_Tuple_impl<2ul, double&, double&, double&, double&, double&, double&, double&>&&) [53]
                0.00    0.00     208/7480        std::_Tuple_impl<3ul, double, double>::_Tuple_impl<double&, double&>(std::_Tuple_impl<3ul, double&, double&>&&) [327]
                0.00    0.00     208/7480        std::_Tuple_impl<3ul, double, double, double, double, double, double>::_Tuple_impl<double&, double&, double&, double&, double&, double&>(std::_Tuple_impl<3ul, double&, double&, double&, double&, double&, double&>&&) [76]
                0.00    0.00     208/7480        std::_Tuple_impl<4ul, double>::_Tuple_impl<double&>(std::_Tuple_impl<4ul, double&>&&) [330]
                0.00    0.00     208/7480        std::_Tuple_impl<4ul, double, double, double, double, double>::_Tuple_impl<double&, double&, double&, double&, double&>(std::_Tuple_impl<4ul, double&, double&, double&, double&, double&>&&) [77]
                0.00    0.00     208/7480        std::_Tuple_impl<5ul, double, double, double, double>::_Tuple_impl<double&, double&, double&, double&>(std::_Tuple_impl<5ul, double&, double&, double&, double&>&&) [333]
                0.00    0.00     208/7480        std::_Tuple_impl<6ul, double, double, double>::_Tuple_impl<double&, double&, double&>(std::_Tuple_impl<6ul, double&, double&, double&>&&) [335]
                0.00    0.00     208/7480        std::_Tuple_impl<7ul, double, double>::_Tuple_impl<double&, double&>(std::_Tuple_impl<7ul, double&, double&>&&) [337]
                0.00    0.00     208/7480        std::_Tuple_impl<8ul, double>::_Tuple_impl<double&>(std::_Tuple_impl<8ul, double&>&&) [339]
                0.00    0.00     414/7480        std::_Tuple_impl<0ul, double, double>::_Tuple_impl<double&, double&>(std::_Tuple_impl<0ul, double&, double&>&&) [88]
                0.00    0.00     414/7480        std::_Tuple_impl<1ul, double>::_Tuple_impl<double&>(std::_Tuple_impl<1ul, double&>&&) [256]
                0.00    0.00     416/7480        std::_Head_base<2ul, double, false>::_Head_base<double&>(double&) [243]
                0.00    0.00     416/7480        std::_Head_base<3ul, double, false>::_Head_base<double&>(double&) [245]
                0.00    0.00     416/7480        std::_Head_base<4ul, double, false>::_Head_base<double&>(double&) [247]
                0.00    0.00     830/7480        std::_Head_base<0ul, double, false>::_Head_base<double&>(double&) [66]
                0.00    0.00     830/7480        std::_Head_base<1ul, double, false>::_Head_base<double&>(double&) [226]
[218]    0.0    0.00    0.00    7480         double& std::forward<double&>(std::remove_reference<double&>::type&) [218]
-----------------------------------------------
                0.00    0.00     144/2754        std::tuple_element<0ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<0ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [424]
                0.00    0.00     144/2754        std::tuple_element<10ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<10ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [425]
                0.00    0.00     144/2754        std::tuple_element<1ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<1ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [426]
                0.00    0.00     144/2754        std::tuple_element<2ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<2ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [427]
                0.00    0.00     144/2754        std::tuple_element<3ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<3ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [428]
                0.00    0.00     144/2754        std::tuple_element<4ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<4ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [429]
                0.00    0.00     144/2754        std::tuple_element<5ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<5ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [430]
                0.00    0.00     144/2754        std::tuple_element<6ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<6ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [431]
                0.00    0.00     144/2754        std::tuple_element<7ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<7ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [432]
                0.00    0.00     144/2754        std::tuple_element<8ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<8ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [433]
                0.00    0.00     144/2754        std::tuple_element<9ul, std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&> >::type&& std::get<9ul, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&, Matrix&>&&) [434]
                0.00    0.00     585/2754        std::tuple_element<0ul, std::tuple<Matrix&, Matrix&> >::type&& std::get<0ul, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&>&&) [69]
                0.00    0.00     585/2754        std::tuple_element<1ul, std::tuple<Matrix&, Matrix&> >::type&& std::get<1ul, Matrix&, Matrix&>(std::tuple<Matrix&, Matrix&>&&) [235]
[219]    0.0    0.00    0.00    2754         Matrix& std::forward<Matrix&>(std::remove_reference<Matrix&>::type&) [219]
-----------------------------------------------
                0.00    0.00     209/832         std::_Tuple_impl<0ul, double&, double&, double&, double&, double&>::_M_head(std::_Tuple_impl<0ul, double&, double&, double&, double&, double&>&) [270]
                0.00    0.00     209/832         std::_Tuple_impl<0ul, double&, double&, double&, double&, double&, double&, double&, double&, double&>::_M_head(std::_Tuple_impl<0ul, double&, double&, double&, double&, double&, double&, double&, double&, double&>&) [273]
                0.00    0.00     414/832         std::_Tuple_impl<0ul, double&, double&>::_M_head(std::_Tuple_impl<0ul, double&, double&>&) [249]
[220]    0.0    0.00    0.00     832         std::_Head_base<0ul, double&, false>::_M_head(std::_Head_base<0ul, double&, false>&) [220]
-----------------------------------------------
                0.00    0.00     209/832         std::_Tuple_impl<0ul, double&, double&, double&, double&, double&>::_Tuple_impl(double&, double&, double&, double&, double&) [272]
                0.00    0.00     209/832         std::_Tuple_impl<0ul, double&, double&, double&, double&, double&, double&, double&, double&, double&>::_Tuple_impl(double&, double&, double&, double&, double&, double&, double&, double&, double&) [57]
                0.00    0.00     414/832         std::_Tuple_impl<0ul, double&, double&>::_Tuple_impl(double&, double&) [251]
[221]    0.0    0.00    0.00     832         std::_Head_base<0ul, double&, false>::_Head_base(double&) [221]
-----------------------------------------------
                0.00    0.00     209/832         std::_Tuple_impl<1ul, double&, double&, double&, double&>::_M_head(std::_Tuple_impl<1ul, double&, double&, double&, double&>&) [275]
